housing_median_age,total_rooms,total_bedrooms,population,median_house_value
23,1759,366,788,93500
31,1599,318,794,96700
22,2598,482,1151,109700
14,2063,559,934,85800
20,1173,261,523,92800
37,1296,296,569,70500
20,1808,334,763,121800
17,2748,556,1174,102600
17,3502,655,1763,101200
8,2836,522,1163,168300
17,1619,292,705,126100
17,1646,330,750,83800
19,2888,591,984,92600
15,1677,345,844,111200
15,1896,408,893,87500
17,1583,331,730,87500
22,2828,610,986,94700
35,632,148,221,62500
17,1483,284,481,83300
15,2490,527,1229,85700
9,818,197,358,79500
26,1957,429,945,53600
12,1733,421,1861,65200
15,886,204,576,84100
14,5549,1000,1822,142300
25,848,153,436,93800
26,1652,325,790,90800
17,1554,242,553,91800
19,3720,636,1304,97500
35,1806,293,683,91200
30,1030,161,448,73800
24,1028,185,471,86400
33,3585,757,1887,62100
30,3085,610,1688,72200
39,1551,353,684,57600
48,827,198,396,58300
50,1050,288,485,51700
47,1064,245,603,57900
46,1885,385,871,53100
31,2023,469,1073,56100
25,2409,490,1384,58000
24,1865,372,1087,56700
29,1947,383,925,57600
18,2105,416,974,63300
24,1610,324,909,59800
23,1387,325,640,65200
15,202,54,145,42500
26,3215,827,2041,45100
38,1438,310,779,39400
19,1537,329,617,50300
29,2896,596,1809,53800
14,1724,315,939,53900
41,461,107,284,41800
20,2505,468,1174,88900
33,1462,241,569,82600
30,1217,238,677,63600
21,2628,494,1364,59400
18,2278,523,1185,60600
26,1340,255,662,57100
31,1434,283,811,49000
15,2119,389,1079,80400
17,3659,735,1970,96200
52,189,34,121,60000
27,720,150,359,61300
22,2515,482,1284,73800
27,2599,502,1241,86300
24,1003,251,1098,86400
22,1217,224,537,84600
40,812,154,374,73500
29,2220,471,1170,56200
32,1852,373,911,57000
46,1210,243,523,63900
37,2330,495,1505,56000
34,842,186,635,63000
27,2596,435,1100,85500
30,1019,192,501,81300
21,1432,284,862,57600
22,1814,342,941,59400
29,1687,327,864,81900
39,1105,180,408,82100
16,4221,781,1516,116000
10,1566,325,785,116100
34,2745,559,1150,94900
27,1199,224,463,92200
37,736,148,339,79900
9,7450,1475,2233,133000
16,3758,715,1777,122600
19,1003,235,538,90400
16,3120,641,1319,93200
8,2029,387,1000,125900
9,3585,680,1800,133100
7,7188,1288,3175,130600
21,3095,681,1341,104000
32,2685,543,1061,101600
17,2967,611,1387,92600
13,4110,847,1796,122300
13,763,161,311,112500
20,1326,307,563,86600
21,1435,294,668,77400
18,2912,663,999,91900
17,1463,338,529,100900
18,1411,312,592,94700
17,1504,358,661,84800
10,4300,845,1480,139900
10,3757,722,546,121400
13,2962,546,252,155800
17,5497,1056,997,111500
13,4401,829,924,123500
13,4495,856,1149,113700
10,3486,695,298,103800
13,3297,662,267,108300
11,1568,369,82,77500
48,1096,218,657,65800
39,1548,323,815,67500
23,3832,774,2435,59200
17,6440,1204,3266,72000
27,1446,295,670,92800
52,224,38,120,112500
10,266,62,154,75000
33,1064,174,434,108000
28,4169,895,2587,65500
44,1064,230,494,61500
35,2791,552,1395,62700
19,1629,386,551,68800
50,1592,372,781,69100
52,1989,392,985,75800
39,1214,250,660,75000
39,701,130,271,112500
28,3144,694,1095,192400
17,2549,596,1169,209400
25,2019,411,888,183800
3,9217,1522,3578,189100
7,7957,1314,4460,156500
5,7105,1143,3523,168800
19,3388,599,1707,162800
9,3079,519,1562,172900
27,3861,718,2085,129700
22,1046,195,527,213500
44,1014,225,704,119400
36,1710,320,861,131100
15,1850,441,1348,125400
33,2396,452,1391,151400
19,2055,358,1064,263100
17,1962,291,825,187100
19,2005,405,972,156700
5,4980,774,2399,186300
10,3258,612,1779,152500
13,2479,394,1075,241400
5,14684,2252,4276,340900
30,1428,287,989,154400
22,1999,415,967,253900
46,2273,495,1088,109400
47,1942,430,1074,105100
52,1124,245,528,128500
46,176,43,101,93800
42,1017,253,798,99100
50,1120,281,625,96400
25,3018,606,1614,127000
46,66,22,37,87500
19,2688,469,1216,133900
17,4032,814,1749,146800
34,3090,593,1588,124700
44,3184,581,1399,110200
37,3058,567,1351,130800
8,2371,375,1094,174500
13,2983,534,1417,168100
18,2807,445,1315,170400
22,2331,359,1086,150800
13,3995,605,1969,165200
47,1265,254,587,93500
29,2070,452,985,113400
37,2724,579,1400,97300
30,3268,567,1714,131000
26,3364,570,1806,133400
24,2269,584,1239,100000
15,6365,1646,3838,103600
25,1710,288,799,145300
23,1150,174,572,152400
23,1970,296,935,145900
18,2741,449,1507,142500
8,2572,738,1384,75800
13,4545,952,2188,126100
15,2380,385,1292,142600
16,2919,462,1456,164700
36,1141,234,562,108500
10,4156,609,1878,178600
18,3646,534,1651,164700
34,2738,475,1316,122500
16,3077,465,1575,179500
4,5623,780,2429,205100
10,2769,619,1045,158600
36,1489,331,838,90200
52,242,59,188,67500
52,2264,439,1403,99400
52,1225,250,725,101400
51,2982,689,1831,87700
46,2112,466,1249,87000
36,2707,550,1827,94600
5,1560,369,1037,181800
31,3644,746,2229,117800
16,2605,440,1352,140300
9,5329,1284,2827,150000
30,4114,743,1994,134400
22,721,117,367,151900
4,4075,927,2239,165200
16,3216,464,1504,161700
4,2171,597,928,170500
16,3787,515,1606,174200
17,2713,442,1475,144100
15,2203,312,1051,163900
28,3639,751,2362,103900
12,1497,360,943,122200
16,2604,454,1696,136000
8,2750,479,1526,156500
32,1000,188,663,99200
34,3779,766,2356,110600
14,1930,363,990,162200
14,2677,368,1288,177500
7,1632,248,879,166000
9,2294,389,1142,160800
13,1524,286,940,154800
27,1654,478,1141,87100
35,2691,542,1409,95300
9,3360,833,2041,100700
29,5765,1170,3266,113900
16,2176,464,1410,100200
16,1840,355,1288,125000
15,2966,558,1687,129800
38,2505,554,1595,83500
17,3685,685,1939,139800
31,2810,518,1640,98500
44,1465,247,817,156900
4,2341,408,1235,165900
44,1625,432,825,133900
42,118,34,54,225000
52,2378,508,940,166000
48,2123,494,859,144800
50,1760,341,741,178300
51,1262,309,608,139300
33,2821,652,1206,150800
40,1800,290,761,196100
39,1313,306,575,116100
41,1345,272,718,129400
20,6992,1404,3221,166400
50,1300,263,691,126500
50,1738,355,837,135700
42,2225,367,864,172400
37,1742,339,1128,113700
28,4308,824,2086,159700
37,978,202,462,156300
6,10191,1882,4377,204200
9,3424,583,1460,212600
19,4657,739,1914,199900
19,3073,506,1773,205400
16,3913,710,1782,206700
10,2864,514,1300,287700
9,2643,439,1105,245200
5,5303,779,2017,294100
11,4371,679,1790,297300
14,5381,871,2296,211000
33,1660,277,741,225400
18,4326,655,1753,269600
20,3796,650,1679,228200
25,1374,206,569,235500
28,3310,574,1811,166900
12,6915,1639,2940,186100
20,1705,353,856,211800
34,1692,290,836,197100
37,1784,313,788,189600
21,9135,1534,3748,266000
36,2213,386,950,186400
39,2199,388,1025,190000
24,3173,548,1351,243000
33,1043,157,425,235600
37,1217,199,552,196200
10,7136,1691,2959,182000
34,1408,277,738,169400
22,4162,1194,1804,179300
19,4005,972,1896,235700
36,2639,488,1111,205100
30,1260,276,707,220800
35,4043,689,1832,233200
44,2185,357,943,232100
43,1454,234,683,265700
32,1339,209,601,247900
29,6895,1022,2634,273200
16,3077,733,1447,91100
32,1504,279,749,134500
36,2765,495,1478,136200
16,60,10,65,250000
16,2445,469,721,87500
17,1319,316,384,137500
36,2476,472,1213,136400
16,1085,217,356,75000
16,1209,477,627,156300
10,974,316,631,140600
25,3577,581,1753,178300
27,3228,562,1666,175900
38,2675,541,1378,139900
45,2842,567,1261,138200
28,2965,533,1591,178200
35,3103,537,1614,169300
37,2247,416,1237,161900
37,1755,327,882,166600
44,1254,252,498,148900
25,1476,336,777,165500
29,2001,373,956,194000
32,1013,169,436,226900
27,2491,428,1171,202800
32,3012,527,1288,211500
40,1797,401,756,165500
37,1474,343,782,161700
28,4035,641,1881,192300
31,2030,337,867,193200
23,2293,411,969,184000
28,2839,428,1372,217200
35,1192,201,535,182000
36,404,77,237,161300
34,1256,267,638,161000
28,1900,401,918,144900
18,2739,393,1072,259500
27,1691,289,807,210500
24,1330,183,656,244100
28,1433,290,877,184800
28,1838,273,899,229200
7,3418,740,1583,196100
26,1977,264,817,240200
26,2714,390,1232,231100
26,2738,428,1316,213200
22,2823,509,1271,207200
30,3320,589,1470,184100
32,3364,666,1980,179000
28,4071,713,2033,190700
13,3216,765,1627,167800
8,4253,709,1883,246700
12,5048,1122,2209,126700
16,3324,479,1470,260400
17,2756,423,1228,200600
14,6290,854,2724,267400
16,2984,406,1317,265900
34,3259,498,1250,206200
36,2342,436,1191,171000
45,1613,338,865,151100
26,2470,626,1174,160900
20,3968,931,2629,166700
16,2913,723,1705,106300
21,6445,1839,3621,112500
39,1323,245,705,151000
20,1143,346,578,151800
35,2190,384,1154,159800
28,1207,252,724,165700
27,2587,729,1500,175000
27,3513,791,1875,182000
20,563,107,246,190800
8,3866,539,1555,298200
25,2615,368,935,305100
20,2636,691,1142,162500
14,3287,793,1601,220500
25,1205,260,608,208300
32,1955,313,804,202300
22,3526,510,1660,237000
23,3516,661,1465,213100
19,3192,612,1317,267100
26,1619,224,706,268000
18,2077,298,937,273600
9,2214,256,848,339200
25,2652,335,1062,330200
33,1653,334,814,163100
24,5732,873,2444,231400
22,2105,354,993,227800
29,866,138,341,197100
22,5175,1213,2804,144600
21,5541,776,2214,279300
21,4712,624,1773,344800
5,4274,1153,1503,266500
15,7803,1603,2957,184900
14,12713,2558,4741,234700
26,5077,640,1872,351200
23,3318,408,1124,358800
21,10093,1269,3645,367700
29,5438,871,2310,275300
15,5393,1422,2133,232800
25,5869,1685,2669,216100
21,4985,1590,2575,114300
45,1544,244,614,226000
25,7201,1521,3264,252100
26,3872,739,1629,225000
28,2377,469,1068,250000
26,1733,265,796,264900
28,1731,295,810,259800
33,1550,277,638,292500
32,1075,170,486,306800
18,9576,1455,3486,306900
28,3410,746,1428,266800
39,3018,501,1223,283900
29,4133,770,1691,288000
38,2139,343,809,268800
38,757,124,319,263300
34,4781,703,1879,340900
30,2296,329,847,397500
24,4125,1020,1699,271000
32,2676,484,986,335700
37,1677,269,689,310600
33,2423,322,998,349100
32,4498,862,1818,321200
20,5467,1044,2310,275800
29,6349,858,2450,356200
32,3250,550,1230,312700
29,3025,477,1035,390600
27,6039,780,2181,469400
22,1980,291,861,258200
22,6719,1068,2843,260300
23,2564,347,1043,275000
8,831,231,404,350000
19,1127,170,518,250000
19,5721,837,2653,266000
17,2559,370,1238,269800
24,1407,327,501,157200
16,3326,419,1272,343500
16,5121,735,2464,296100
17,5688,824,2111,312500
17,3354,422,1457,345800
16,2498,330,1027,343700
18,2903,387,1127,359100
12,6488,778,2404,403400
17,3279,418,1222,356000
8,11336,1657,4089,369200
16,3873,484,1451,341300
4,14652,2826,5613,356700
8,3865,463,1548,425100
4,6875,1439,2889,356100
5,2255,269,876,461400
8,452,51,140,432400
2,227,35,114,434700
2,200,20,25,350000
8,3743,581,1633,381900
13,7241,1007,3221,324600
8,2865,389,1376,399300
34,1879,265,729,443800
30,3917,549,1330,386600
20,2206,458,926,256400
22,1248,271,579,200000
24,5948,738,1997,500001
14,8213,1364,3283,294800
17,465,83,146,188500
11,6200,907,2286,359300
21,3521,447,1396,358700
16,3031,438,1087,287300
14,3056,369,1209,441400
25,3004,393,1145,494000
18,8953,1074,3011,500001
4,1029,126,416,500001
29,7479,977,2744,398200
16,7681,946,2777,500001
10,3209,379,1199,500001
16,2939,380,1177,372000
18,9117,1248,3280,351300
5,7178,898,2823,450400
20,10212,1424,4083,382200
22,4949,626,1850,500001
38,827,144,368,294400
32,5738,746,2099,500001
34,5683,755,1962,455300
35,880,139,352,406500
21,3282,653,1398,310300
32,2372,516,1067,279500
37,4005,614,1602,348200
35,2785,362,1001,433300
30,3227,733,1260,257100
27,744,214,295,350000
18,1820,220,728,426100
34,6986,1096,2865,394400
11,1077,318,590,387200
24,2059,462,410,99400
24,6130,1359,1750,102700
17,7475,1556,2092,186500
23,1025,205,263,155000
16,5187,1014,1512,252400
17,1102,224,317,206300
26,2405,564,680,73400
35,3701,528,1511,367100
27,5484,760,2212,402600
33,3398,500,1351,314200
18,5252,686,1870,454100
17,1320,159,1722,500001
26,4048,513,1486,416500
26,2269,317,918,364500
19,5130,741,1887,369900
4,2045,237,830,500001
20,6201,1182,2415,314000
27,9147,1276,3371,389900
24,2131,343,874,355600
16,4596,705,1480,370200
36,3359,493,1298,404300
36,542,119,231,354200
33,4449,636,1684,399700
32,1779,241,721,434500
32,3633,508,1393,401800
33,3626,502,1348,423200
38,1261,177,472,438000
20,95,13,31,475000
37,3881,560,1315,367500
36,1065,160,398,378100
31,7200,876,2428,500001
36,2107,287,740,500001
36,4760,610,1511,500001
18,4845,735,1634,499000
8,7505,1089,3325,204200
8,1584,236,615,166800
4,17032,2546,7653,213700
17,1133,244,716,162500
11,2836,373,959,500001
4,11444,1355,3898,500001
7,3477,416,1216,500001
12,4711,659,2089,485400
2,3129,707,1606,210100
26,3084,505,1557,194700
25,4026,791,1850,181200
21,3153,411,1318,285400
4,3241,464,1552,307000
18,2808,337,1038,353600
16,2638,345,1055,365800
14,1780,224,764,427700
13,2085,292,852,366700
14,5332,884,2093,237400
18,2541,355,986,288000
13,1610,198,703,329400
26,1299,174,533,291700
16,3421,427,1341,320400
16,2876,391,1089,286900
16,2169,262,877,312600
27,1469,216,578,253600
16,1803,267,946,205100
15,3338,532,1834,197600
15,2150,327,1094,198500
9,6306,962,2581,310700
52,1350,266,490,171100
52,1736,358,638,147100
52,2735,559,1076,155700
31,3029,500,1236,197000
25,2239,361,928,203700
47,1685,405,835,134500
41,1631,282,752,150200
41,2512,539,1179,123000
30,1255,297,779,147700
4,7999,1611,3596,174200
26,2335,413,980,178900
16,4986,1081,2805,173200
32,2159,393,981,175400
34,1712,317,956,162000
26,3735,641,1708,191100
18,4123,874,1895,195000
28,3801,622,1654,193300
28,2038,329,947,198000
16,4921,737,2312,243200
23,3455,479,1375,218600
5,3846,786,2053,184800
11,3751,565,1949,269400
16,2084,315,1154,235600
16,2978,411,1531,237700
14,2338,391,1003,170500
6,678,104,318,246400
15,1216,166,572,240300
12,1592,242,969,248700
5,6265,908,3326,272900
27,2133,347,850,209800
35,1579,243,734,201000
10,15259,2275,7266,272400
30,4030,772,1777,184000
34,2854,528,1211,164700
20,3426,632,1512,227400
35,1811,377,911,149700
20,7578,1426,3637,190000
37,1887,353,895,196600
38,1794,349,810,191400
38,2172,403,945,194200
36,1425,245,573,185000
25,6508,1137,3259,157800
25,3807,806,1821,164300
29,2347,464,1135,161000
26,3054,492,1495,171100
35,3779,711,2493,109000
29,3108,534,1687,170800
24,4865,968,2315,173500
32,2275,397,1233,162800
42,1531,326,1271,85100
3,2850,544,1024,175000
4,3999,1079,1591,112500
33,44,6,23,212500
39,246,57,316,104200
31,1157,276,956,80400
40,408,102,302,69800
35,215,45,100,81300
32,1298,363,716,76400
37,1572,402,1046,68600
36,60,15,42,67500
33,2014,410,1354,131300
34,3756,726,2237,132900
19,392,109,287,110000
32,1991,504,1139,113600
43,2178,482,1545,112200
31,2892,685,2104,113800
33,1595,292,991,134100
33,1156,190,643,156600
19,5151,1335,2548,158800
32,1967,348,1144,150100
45,1982,376,1179,130800
19,2237,580,1438,120700
46,1222,236,819,129400
36,2191,531,1563,114200
29,1899,524,1357,97200
35,1326,346,1023,97700
31,2449,595,1801,110300
34,1428,335,1272,93900
30,950,317,1073,107800
25,1728,403,934,133700
34,2070,357,784,182800
35,1612,354,887,146100
22,2099,569,1135,120800
15,6487,1717,3408,133300
33,1817,441,1220,103600
38,2751,522,1390,165100
46,1901,295,833,210800
40,1141,213,434,186900
42,1627,336,848,144600
45,1226,279,590,140400
47,1882,361,797,140800
43,1876,389,807,141600
42,1695,345,719,139100
44,1769,332,828,150800
45,1128,240,702,134100
45,1585,329,981,135800
46,1543,339,777,142600
44,1675,317,806,135300
44,1788,368,933,133400
39,1986,427,1041,135100
38,1340,298,766,111700
45,2142,431,1318,111600
42,1485,290,971,114600
38,1042,289,773,104700
47,2313,433,947,143300
44,1917,444,936,140300
31,1611,455,786,145500
42,2206,451,989,143900
45,2112,493,1406,105200
34,1880,459,1358,105200
47,1275,275,844,95600
38,1066,248,729,81700
45,907,188,479,79000
27,844,249,583,105800
26,1540,343,1007,72900
41,2591,585,1638,79700
49,969,229,599,71600
19,1334,366,1048,88000
28,1995,488,1182,84300
43,369,107,371,79400
17,1258,254,885,121600
40,1064,266,912,69100
45,3150,756,1798,37900
18,3507,711,1224,269800
47,3453,779,1353,274500
52,154,33,89,275000
30,2515,481,1327,95000
39,2002,416,1166,91500
44,1891,449,1047,86100
42,1796,389,1107,87000
37,709,190,644,84200
36,1954,513,1437,93800
36,921,200,585,94000
52,215,41,126,104200
4,2851,798,1285,186800
34,2326,471,1356,90300
27,2158,424,1220,111500
32,2389,652,1672,88300
45,2225,486,1304,112100
41,268,75,198,156300
29,2304,399,1377,140600
26,3887,779,2512,122400
28,4649,977,2606,129100
34,2669,647,1341,119600
39,2955,696,1417,167800
43,2549,511,1060,178400
45,3924,834,1992,177800
39,2505,371,872,286500
36,2403,408,917,253400
40,3056,489,1103,247300
47,1911,283,697,267700
32,3943,605,1524,321600
35,583,88,235,288200
32,1736,234,602,401000
34,2254,357,715,304000
36,1526,256,696,261900
33,296,73,216,22500
30,1014,236,537,183300
38,1250,236,631,220100
12,1895,600,983,195800
22,1119,220,565,186900
43,2116,407,900,212200
33,1615,271,710,239000
31,1432,348,681,218100
39,2686,569,1159,200400
40,2866,617,1305,209100
37,2125,489,912,217200
41,2053,435,873,223000
35,1102,308,688,141700
30,1772,471,880,162500
36,1450,235,568,311400
38,2591,424,905,263200
46,2085,346,748,262000
40,2085,329,796,273700
52,2657,500,1131,234900
38,2501,348,805,358500
49,3191,516,1148,333700
52,1369,249,490,287500
41,3009,482,1053,324400
47,1930,315,692,315500
48,2083,298,685,331200
16,2739,480,1259,109400
19,2672,552,1298,85800
11,3159,616,1343,73200
17,3461,722,1947,68400
15,3140,714,1645,74600
28,3003,699,1530,78300
20,3810,787,1993,66900
20,2673,538,1282,105900
15,2715,569,1532,69500
21,2696,578,1208,122400
19,1668,324,841,75000
17,2677,531,1244,103600
17,3276,628,3546,103100
22,1880,360,743,152700
18,1504,357,660,116700
22,2920,636,1382,71100
20,1451,386,467,212500
8,430,107,36,187500
22,1058,352,851,87500
21,2046,580,952,92200
25,1789,536,1134,91300
24,2180,517,755,173400
27,1709,408,97,200000
26,1485,334,406,84600
24,856,185,388,107200
25,2443,444,868,114800
19,1429,292,585,131600
27,1492,393,717,104200
22,2731,632,1215,110500
24,1258,216,235,136800
25,1339,328,503,109700
23,1564,298,339,99300
24,1216,289,421,103600
22,3119,640,786,118500
23,1882,414,673,141900
28,1194,272,494,85800
25,1262,293,534,90400
27,2682,606,1010,86900
28,1408,312,522,89600
17,8005,1382,999,313400
22,3080,610,1045,126100
17,1106,207,466,126600
26,529,116,191,103600
23,964,246,485,96100
25,1758,357,689,104200
22,2138,493,829,107200
24,1194,246,414,101900
27,968,191,283,94400
17,2732,609,1005,86700
24,1669,422,589,100800
21,1653,419,737,114100
17,2807,529,675,107800
16,3109,572,885,134700
15,3831,625,984,162500
12,1437,268,395,127600
17,2722,512,828,109700
15,3142,618,725,121400
16,2708,481,712,117700
15,3042,588,918,118800
19,2429,459,883,97600
22,2465,539,381,87500
18,2040,402,350,126000
16,1463,264,54,206300
19,2967,528,112,437500
33,1561,282,30,500001
7,4341,716,1978,172200
11,3522,623,1456,163400
10,1604,352,540,113200
15,3876,778,1960,127300
11,1720,345,850,128600
12,2180,423,1070,128200
11,1280,286,609,132600
17,1438,324,675,119300
15,1374,291,709,118500
8,1877,479,884,120100
10,81,41,55,87500
11,1961,435,113,95500
15,5218,711,1949,213300
10,2499,331,1040,239600
22,1831,274,813,173400
9,13255,1739,5001,228900
12,3425,549,1357,217500
7,6322,1046,2957,197500
5,5743,1074,2651,172500
4,7392,1155,3096,198900
8,4913,744,2005,187900
13,3432,516,1286,186600
9,2073,404,916,163300
5,4810,909,2242,176900
10,3421,563,1689,217100
11,2339,436,1062,180800
9,3707,602,1601,300600
12,2213,384,1097,170100
12,4545,748,2033,207600
12,3247,579,1459,202800
9,2229,355,788,196300
11,5460,859,2645,230600
